elapsed_ms,head_offset,head_peak,free_list_head_offset,free_list_depth_est,free_list_depth_truncated,free_list_pushes,free_list_pops,free_list_net,free_list_pop_misses,retry_alloc,retry_loops,retry_structural,max_insert_attempts,max_remove_attempts,gc_nodes_examined,gc_nodes_requeued,gc_recycle_errors,gc_assist_calls,gc_assist_reclaimed,retired_backlog,pressure_state,pressure_to_normal,pressure_to_warm,pressure_to_hot,alloc_failure_events,reserve_node_pushes,reserve_node_hits,reserve_node_misses,reserve_posting_pushes,reserve_posting_hits,reserve_posting_misses,reserve_tower_pushes,reserve_tower_hits,reserve_tower_misses,fresh_general_bytes,fresh_row_version_bytes,fresh_skip_node_bytes,fresh_skip_posting_bytes,fresh_skip_tower_bytes,fresh_spill_bytes,retired_postings,reclaimed_postings
0,18188480,18188480,0,0,false,0,0,0,250006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,4400000,8800176,2800000,798760,0,0,0
5015,21508936,21508936,0,0,false,0,0,0,289133,0,0,0,1,0,1499114,22614,0,0,0,3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5565648,10318528,3283112,952104,0,0,0
10030,21547000,21547000,0,0,false,0,0,0,289572,0,0,0,1,0,2902380,22614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5591520,10326096,3285520,954320,0,0,0
15045,21564544,21564544,0,0,false,0,0,0,289770,0,0,0,1,0,4274594,51448,0,0,0,3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5608856,10326096,3285520,954528,0,0,0
20061,21576776,21576776,0,0,false,0,0,0,289909,0,0,0,1,0,5672575,65271,0,0,0,6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5621088,10326096,3285520,954528,0,0,0
25072,21590856,21590856,0,0,false,0,0,0,290069,0,0,0,1,0,7043372,85730,0,0,0,6549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5635168,10326096,3285520,954528,0,0,0
30087,21603968,21603968,0,0,false,0,0,0,290218,0,0,0,1,0,8496345,92835,0,0,0,4218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5648280,10326096,3285520,954528,0,0,0
35101,21611360,21611360,0,0,false,0,0,0,290302,0,0,0,1,0,9814476,106298,0,0,0,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5655672,10326096,3285520,954528,0,0,0
40115,21619984,21619984,0,0,false,0,0,0,290400,0,0,0,1,0,11295463,135302,0,0,0,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5664296,10326096,3285520,954528,0,0,0
45128,21625528,21625528,0,0,false,0,0,0,290463,0,0,0,1,0,12718551,172569,0,0,0,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5669840,10326096,3285520,954528,0,0,0
50141,21639224,21639224,0,0,false,0,0,0,290614,0,0,0,1,0,14233335,187343,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5676968,10330144,3286808,955760,0,0,0
55151,21647232,21647232,0,0,false,0,0,0,290705,0,0,0,1,0,15708673,203445,0,0,0,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5684976,10330144,3286808,955760,0,0,0
60166,21650400,21650400,0,0,false,0,0,0,290741,0,0,0,1,0,17184836,226263,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5688144,10330144,3286808,955760,0,0,0
65181,21655680,21655680,0,0,false,0,0,0,290801,0,0,0,1,0,18617206,241525,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5693424,10330144,3286808,955760,0,0,0
70195,21697504,21697504,0,0,false,0,0,0,291289,0,0,0,1,0,20138375,273785,0,0,0,7967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5699320,10355664,3294928,958048,0,0,0
75208,21702432,21702432,0,0,false,0,0,0,291345,0,0,0,1,0,21625953,297557,0,0,0,7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5704248,10355664,3294928,958048,0,0,0
80223,21707624,21707624,0,0,false,0,0,0,291404,0,0,0,1,0,23195181,313944,0,0,0,6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5709440,10355664,3294928,958048,0,0,0
85243,21711848,21711848,0,0,false,0,0,0,291452,0,0,0,1,0,24686139,321776,0,0,0,4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5713664,10355664,3294928,958048,0,0,0
90257,21715544,21715544,0,0,false,0,0,0,291494,0,0,0,1,0,26230668,329346,0,0,0,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5717360,10355664,3294928,958048,0,0,0
95272,21718800,21718800,0,0,false,0,0,0,291531,0,0,0,1,0,27777025,391067,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5720616,10355664,3294928,958048,0,0,0
100286,21723376,21723376,0,0,false,0,0,0,291583,0,0,0,1,0,29339447,406324,0,0,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5725192,10355664,3294928,958048,0,0,0
105300,21726368,21726368,0,0,false,0,0,0,291617,0,0,0,1,0,30814795,436962,0,0,0,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5728184,10355664,3294928,958048,0,0,0
110315,21729360,21729360,0,0,false,0,0,0,291651,0,0,0,1,0,32305708,452541,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5731176,10355664,3294928,958048,0,0,0
115325,21729712,21729712,0,0,false,0,0,0,291655,0,0,0,1,0,33658468,473389,0,0,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5731528,10355664,3294928,958048,0,0,0
120119,21730504,21730504,0,0,false,0,0,0,291664,0,0,0,1,0,34968825,507843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306880,5732320,10355664,3294928,958048,0,0,0
