elapsed_ms,head_offset,head_peak,free_list_head_offset,free_list_depth_est,free_list_depth_truncated,free_list_pushes,free_list_pops,free_list_net,free_list_pop_misses,retry_alloc,retry_loops,retry_structural,max_insert_attempts,max_remove_attempts,gc_nodes_examined,gc_nodes_requeued,gc_recycle_errors,gc_assist_calls,gc_assist_reclaimed,retired_backlog,pressure_state,pressure_to_normal,pressure_to_warm,pressure_to_hot,alloc_failure_events,reserve_node_pushes,reserve_node_hits,reserve_node_misses,reserve_posting_pushes,reserve_posting_hits,reserve_posting_misses,reserve_tower_pushes,reserve_tower_hits,reserve_tower_misses,fresh_general_bytes,fresh_row_version_bytes,fresh_skip_node_bytes,fresh_skip_posting_bytes,fresh_skip_tower_bytes,fresh_spill_bytes,retired_postings,reclaimed_postings
0,18194432,18194432,0,0,false,0,0,0,250007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,4400000,8800176,2800000,800344,0,0,0
5004,21566984,21566984,0,0,false,0,0,0,289693,0,0,0,1,1,2713006,1311645,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5714632,10252000,3261944,944496,0,0,0
10019,21607944,21607944,0,0,false,0,0,0,290157,0,0,0,1,1,5392264,2601395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5755288,10252000,3261944,944800,0,0,0
15033,21632560,21632560,0,0,false,0,0,0,290435,0,0,0,1,1,8095852,3914893,0,0,0,6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5779576,10252000,3261944,945128,0,0,0
20047,21658176,21658176,0,0,false,0,0,0,290725,0,0,0,1,1,10783983,5216884,0,0,0,5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5805008,10252000,3261944,945312,0,0,0
25061,21674264,21674264,0,0,false,0,0,0,290903,0,0,0,1,1,13501071,6539217,0,0,0,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5817768,10253760,3262504,946320,0,0,0
30085,21684208,21684208,0,0,false,0,0,0,291016,0,0,0,1,1,16252812,7907407,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5827712,10253760,3262504,946320,0,0,0
35094,21698728,21698728,0,0,false,0,0,0,291181,0,0,0,1,1,18927170,9236938,0,0,0,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5842232,10253760,3262504,946320,0,0,0
40108,21704448,21704448,0,0,false,0,0,0,291246,0,0,0,1,1,21642643,10577884,0,0,0,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5847952,10253760,3262504,946320,0,0,0
45122,21710432,21710432,0,0,false,0,0,0,291314,0,0,0,1,1,24309563,11879138,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5853936,10253760,3262504,946320,0,0,0
50135,21714128,21714128,0,0,false,0,0,0,291356,0,0,0,1,1,27020067,13200220,0,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5857632,10253760,3262504,946320,0,0,0
55150,21729976,21729976,0,0,false,0,0,0,291537,0,0,0,1,1,29685324,14506686,0,0,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5863792,10260624,3264688,946960,0,0,0
60155,21735080,21735080,0,0,false,0,0,0,291595,0,0,0,1,1,32332127,15790521,0,0,0,3716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5868896,10260624,3264688,946960,0,0,0
65160,21739304,21739304,0,0,false,0,0,0,291643,0,0,0,1,1,34929268,17062161,0,0,0,6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5873120,10260624,3264688,946960,0,0,0
70175,21749424,21749424,0,0,false,0,0,0,291758,0,0,0,1,1,37416116,18278674,0,0,0,4349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5883240,10260624,3264688,946960,0,0,0
75189,21759720,21759720,0,0,false,0,0,0,291875,0,0,0,1,1,39949886,19537784,0,0,0,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5893536,10260624,3264688,946960,0,0,0
80204,21763680,21763680,0,0,false,0,0,0,291920,0,0,0,1,1,42443971,20784177,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5897496,10260624,3264688,946960,0,0,0
85218,21767640,21767640,0,0,false,0,0,0,291965,0,0,0,1,1,44838481,21970967,0,0,0,6277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5901456,10260624,3264688,946960,0,0,0
90222,21775384,21775384,0,0,false,0,0,0,292053,0,0,0,1,1,47247630,23157338,0,0,0,5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5909200,10260624,3264688,946960,0,0,0
95232,21777848,21777848,0,0,false,0,0,0,292081,0,0,0,1,1,49687022,24382907,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5911664,10260624,3264688,946960,0,0,0
100246,21779872,21779872,0,0,false,0,0,0,292104,0,0,0,1,1,52240470,25651813,0,0,0,4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5913688,10260624,3264688,946960,0,0,0
105260,21784976,21784976,0,0,false,0,0,0,292162,0,0,0,1,1,54725947,26883479,0,0,0,3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5918792,10260624,3264688,946960,0,0,0
110276,21786384,21786384,0,0,false,0,0,0,292178,0,0,0,1,1,57417020,28203902,0,0,0,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5920200,10260624,3264688,946960,0,0,0
115290,21789728,21789728,0,0,false,0,0,0,292216,0,0,0,1,1,59915484,29461857,0,0,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5923544,10260624,3264688,946960,0,0,0
120061,21793688,21793688,0,0,false,0,0,0,292261,0,0,0,1,1,62256839,30647598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311168,5927504,10260624,3264688,946960,0,0,0
